Country,Variable,ModelType,Score_RMSE
Burkina Faso,E_ConsumerPriceInflation,Cubic,
Burkina Faso,E_ConsumerPriceInflation,AutoReg1Lags,
Burkina Faso,E_ConsumerPriceInflation,AutoReg2Lags,
Burkina Faso,E_ConsumerPriceInflation,AutoReg3Lags,
Burkina Faso,E_ConsumerPriceInflation,Constant,
Burkina Faso,E_FemaleUnemployment,Linear,
Burkina Faso,E_FemaleUnemployment,Quadratic,
Burkina Faso,E_FemaleUnemployment,Cubic,
Burkina Faso,E_FemaleUnemployment,AutoReg1Lags,
Burkina Faso,E_FemaleUnemployment,AutoReg2Lags,
Burkina Faso,E_FemaleUnemployment,AutoReg3Lags,
Burkina Faso,E_FemaleUnemployment,Constant,
Burkina Faso,E_ImportsPctOfGDP,Linear,
Burkina Faso,E_ImportsPctOfGDP,Quadratic,
Burkina Faso,E_ImportsPctOfGDP,Cubic,
Burkina Faso,E_ImportsPctOfGDP,AutoReg1Lags,
Burkina Faso,E_ImportsPctOfGDP,AutoReg2Lags,
Burkina Faso,E_ImportsPctOfGDP,AutoReg3Lags,
Burkina Faso,E_ImportsPctOfGDP,Constant,
Burkina Faso,P_GovernmentEffectiveness,Linear,
Burkina Faso,P_GovernmentEffectiveness,Quadratic,
Burkina Faso,P_GovernmentEffectiveness,Cubic,
Burkina Faso,P_GovernmentEffectiveness,AutoReg1Lags,
Burkina Faso,P_GovernmentEffectiveness,AutoReg2Lags,
Burkina Faso,P_GovernmentEffectiveness,AutoReg3Lags,
Burkina Faso,P_GovernmentEffectiveness,Constant,
Burkina Faso,P_ControlOfCorruption,Linear,
Burkina Faso,P_ControlOfCorruption,Quadratic,
Burkina Faso,P_ControlOfCorruption,Cubic,
Burkina Faso,P_ControlOfCorruption,AutoReg1Lags,
Burkina Faso,P_ControlOfCorruption,AutoReg2Lags,
Burkina Faso,P_ControlOfCorruption,AutoReg3Lags,
Burkina Faso,P_ControlOfCorruption,Constant,
Burkina Faso,P_RuleOfLaw,Linear,
Burkina Faso,P_RuleOfLaw,Quadratic,
Burkina Faso,P_RuleOfLaw,Cubic,
Burkina Faso,P_RuleOfLaw,AutoReg1Lags,
Burkina Faso,P_RuleOfLaw,AutoReg2Lags,
Burkina Faso,P_RuleOfLaw,AutoReg3Lags,
Burkina Faso,P_RuleOfLaw,Constant,
Burkina Faso,P_CleanElectionsIndex,Linear,
Burkina Faso,P_CleanElectionsIndex,Quadratic,
Burkina Faso,P_CleanElectionsIndex,Cubic,
Burkina Faso,P_CleanElectionsIndex,AutoReg1Lags,
Burkina Faso,P_CleanElectionsIndex,AutoReg2Lags,
Burkina Faso,P_CleanElectionsIndex,AutoReg3Lags,
Burkina Faso,P_CleanElectionsIndex,Constant,
Burkina Faso,S_AccessToCleanFuelsPctOfTotal,Linear,
Burkina Faso,S_AccessToCleanFuelsPctOfTotal,Quadratic,
Burkina Faso,S_AccessToCleanFuelsPctOfTotal,Cubic,
Burkina Faso,S_AccessToCleanFuelsPctOfTotal,AutoReg1Lags,
Burkina Faso,S_AccessToCleanFuelsPctOfTotal,AutoReg2Lags,
Burkina Faso,S_AccessToCleanFuelsPctOfTotal,AutoReg3Lags,
Burkina Faso,S_AccessToCleanFuelsPctOfTotal,Constant,
Burkina Faso,S_UrbanPopPctOfTotal,Linear,
Burkina Faso,S_UrbanPopPctOfTotal,Quadratic,
Burkina Faso,S_UrbanPopPctOfTotal,Cubic,
Burkina Faso,S_UrbanPopPctOfTotal,AutoReg1Lags,
Burkina Faso,S_UrbanPopPctOfTotal,AutoReg2Lags,
Burkina Faso,S_UrbanPopPctOfTotal,AutoReg3Lags,
Burkina Faso,S_UrbanPopPctOfTotal,Constant,
Burkina Faso,S_AccessToElectricityPctOfTotal,Linear,
Burkina Faso,S_AccessToElectricityPctOfTotal,Quadratic,
Burkina Faso,S_AccessToElectricityPctOfTotal,Cubic,
Burkina Faso,S_AccessToElectricityPctOfTotal,AutoReg1Lags,
Burkina Faso,S_AccessToElectricityPctOfTotal,AutoReg2Lags,
Burkina Faso,S_AccessToElectricityPctOfTotal,AutoReg3Lags,
Burkina Faso,S_AccessToElectricityPctOfTotal,Constant,
Burkina Faso,S_UpperSecEduPctOfTotal,Linear,
Burkina Faso,S_UpperSecEduPctOfTotal,Quadratic,
Burkina Faso,S_UpperSecEduPctOfTotal,Cubic,
Burkina Faso,S_UpperSecEduPctOfTotal,AutoReg1Lags,
Burkina Faso,S_UpperSecEduPctOfTotal,AutoReg2Lags,
Burkina Faso,S_UpperSecEduPctOfTotal,AutoReg3Lags,
Burkina Faso,S_UpperSecEduPctOfTotal,Constant,
Burkina Faso,S_CompulsoryEducationYears,Linear,
Burkina Faso,S_CompulsoryEducationYears,Quadratic,
Burkina Faso,S_CompulsoryEducationYears,Cubic,
Burkina Faso,S_CompulsoryEducationYears,AutoReg1Lags,
Burkina Faso,S_CompulsoryEducationYears,AutoReg2Lags,
Burkina Faso,S_CompulsoryEducationYears,AutoReg3Lags,
Burkina Faso,S_CompulsoryEducationYears,Constant,
Burkina Faso,S_LaborParticipRateFemale,Linear,
Burkina Faso,S_LaborParticipRateFemale,Quadratic,
Burkina Faso,S_LaborParticipRateFemale,Cubic,
Burkina Faso,S_LaborParticipRateFemale,AutoReg1Lags,
Burkina Faso,S_LaborParticipRateFemale,AutoReg2Lags,
Burkina Faso,S_LaborParticipRateFemale,AutoReg3Lags,
Burkina Faso,S_LaborParticipRateFemale,Constant,
Burkina Faso,S_PopulationAged14OrLess,Linear,
Burkina Faso,S_PopulationAged14OrLess,Quadratic,
Burkina Faso,S_PopulationAged14OrLess,Cubic,
Burkina Faso,S_PopulationAged14OrLess,AutoReg1Lags,
Burkina Faso,S_PopulationAged14OrLess,AutoReg2Lags,
Burkina Faso,S_PopulationAged14OrLess,AutoReg3Lags,
Burkina Faso,S_PopulationAged14OrLess,Constant,
Burkina Faso,V_CO2PerCapita,Linear,
Burkina Faso,V_CO2PerCapita,Quadratic,
Burkina Faso,V_CO2PerCapita,Cubic,
Burkina Faso,V_CO2PerCapita,AutoReg1Lags,
Burkina Faso,V_CO2PerCapita,AutoReg2Lags,
Burkina Faso,V_CO2PerCapita,AutoReg3Lags,
Burkina Faso,V_CO2PerCapita,Constant,
Burkina Faso,V_FertilizerUseKgPerHectare,Linear,
Burkina Faso,V_FertilizerUseKgPerHectare,Quadratic,
Burkina Faso,V_FertilizerUseKgPerHectare,Cubic,
Burkina Faso,V_FertilizerUseKgPerHectare,AutoReg1Lags,
Burkina Faso,V_FertilizerUseKgPerHectare,AutoReg2Lags,
Burkina Faso,V_FertilizerUseKgPerHectare,AutoReg3Lags,
Burkina Faso,V_FertilizerUseKgPerHectare,Constant,
Burkina Faso,V_AgriculturalLandPctOfTotal,Linear,
Burkina Faso,V_AgriculturalLandPctOfTotal,Quadratic,
Burkina Faso,V_AgriculturalLandPctOfTotal,Cubic,
Burkina Faso,V_AgriculturalLandPctOfTotal,AutoReg1Lags,
Burkina Faso,V_AgriculturalLandPctOfTotal,AutoReg2Lags,
Burkina Faso,V_AgriculturalLandPctOfTotal,AutoReg3Lags,
Burkina Faso,V_AgriculturalLandPctOfTotal,Constant,
Burkina Faso,V_ForestAreaPctOfTotal,Linear,
Burkina Faso,V_ForestAreaPctOfTotal,Quadratic,
Burkina Faso,V_ForestAreaPctOfTotal,Cubic,
Burkina Faso,V_ForestAreaPctOfTotal,AutoReg1Lags,
Burkina Faso,V_ForestAreaPctOfTotal,AutoReg2Lags,
Burkina Faso,V_ForestAreaPctOfTotal,AutoReg3Lags,
Burkina Faso,V_ForestAreaPctOfTotal,Constant,
Burkina Faso,H_AirPollutionMeanExpPctOfPop,Linear,
Burkina Faso,H_AirPollutionMeanExpPctOfPop,Quadratic,
Burkina Faso,H_AirPollutionMeanExpPctOfPop,Cubic,
Burkina Faso,H_AirPollutionMeanExpPctOfPop,AutoReg1Lags,
Burkina Faso,H_AirPollutionMeanExpPctOfPop,AutoReg2Lags,
Burkina Faso,H_AirPollutionMeanExpPctOfPop,AutoReg3Lags,
Burkina Faso,H_AirPollutionMeanExpPctOfPop,Constant,
Burkina Faso,H_TotalSuicideRate,Linear,
Burkina Faso,H_TotalSuicideRate,Quadratic,
Burkina Faso,H_TotalSuicideRate,Cubic,
Burkina Faso,H_TotalSuicideRate,AutoReg1Lags,
Burkina Faso,H_TotalSuicideRate,AutoReg2Lags,
Burkina Faso,H_TotalSuicideRate,AutoReg3Lags,
Burkina Faso,H_TotalSuicideRate,Constant,
Burundi,E_GDPPerCapitaConstant,Linear,
Burundi,E_GDPPerCapitaConstant,Quadratic,
Burundi,E_GDPPerCapitaConstant,Cubic,
Burundi,E_GDPPerCapitaConstant,AutoReg1Lags,
Burundi,E_GDPPerCapitaConstant,AutoReg2Lags,
Burundi,E_GDPPerCapitaConstant,AutoReg3Lags,
Burundi,E_GDPPerCapitaConstant,Constant,
Burundi,E_PovertyGap685Headcount,Linear,
Burundi,E_PovertyGap685Headcount,Quadratic,
Burundi,E_PovertyGap685Headcount,Cubic,
Burundi,E_PovertyGap685Headcount,AutoReg1Lags,
Burundi,E_PovertyGap685Headcount,AutoReg2Lags,
Burundi,E_PovertyGap685Headcount,AutoReg3Lags,
Burundi,E_PovertyGap685Headcount,Constant,
Burundi,E_HealthExpenditurePerCapita,Linear,
Burundi,E_HealthExpenditurePerCapita,Quadratic,
Burundi,E_HealthExpenditurePerCapita,Cubic,
Burundi,E_HealthExpenditurePerCapita,AutoReg1Lags,
Burundi,E_HealthExpenditurePerCapita,AutoReg2Lags,
Burundi,E_HealthExpenditurePerCapita,AutoReg3Lags,
Burundi,E_HealthExpenditurePerCapita,Constant,
Burundi,E_ExportsPctOfGDP,Linear,
Burundi,E_ExportsPctOfGDP,Quadratic,
Burundi,E_ExportsPctOfGDP,Cubic,
Burundi,E_ExportsPctOfGDP,AutoReg1Lags,
Burundi,E_ExportsPctOfGDP,AutoReg2Lags,
Burundi,E_ExportsPctOfGDP,AutoReg3Lags,
Burundi,E_ExportsPctOfGDP,Constant,
Burundi,E_GiniIndex,Linear,
Burundi,E_GiniIndex,Quadratic,
Burundi,E_GiniIndex,Cubic,
Burundi,E_GiniIndex,AutoReg1Lags,
Burundi,E_GiniIndex,AutoReg2Lags,
Burundi,E_GiniIndex,AutoReg3Lags,
Burundi,E_GiniIndex,Constant,
Burundi,E_EducationExpenditurePctOfGDP,Linear,
Burundi,E_EducationExpenditurePctOfGDP,Quadratic,
Burundi,E_EducationExpenditurePctOfGDP,Cubic,
Burundi,E_EducationExpenditurePctOfGDP,AutoReg1Lags,
Burundi,E_EducationExpenditurePctOfGDP,AutoReg2Lags,
Burundi,E_EducationExpenditurePctOfGDP,AutoReg3Lags,
Burundi,E_EducationExpenditurePctOfGDP,Constant,
Burundi,E_LaborTaxPctOfProfits,Linear,
Burundi,E_LaborTaxPctOfProfits,Quadratic,
Burundi,E_LaborTaxPctOfProfits,Cubic,
Burundi,E_LaborTaxPctOfProfits,AutoReg1Lags,
Burundi,E_LaborTaxPctOfProfits,AutoReg2Lags,
Burundi,E_LaborTaxPctOfProfits,AutoReg3Lags,
Burundi,E_LaborTaxPctOfProfits,Constant,
Burundi,E_ConsumerPriceInflation,Linear,
Burundi,E_ConsumerPriceInflation,Quadratic,
Burundi,E_ConsumerPriceInflation,Cubic,
Burundi,E_ConsumerPriceInflation,AutoReg1Lags,
Burundi,E_ConsumerPriceInflation,AutoReg2Lags,
Burundi,E_ConsumerPriceInflation,AutoReg3Lags,
Burundi,E_ConsumerPriceInflation,Constant,
Burundi,E_FemaleUnemployment,Linear,
Burundi,E_FemaleUnemployment,Quadratic,
Burundi,E_FemaleUnemployment,Cubic,
Burundi,E_FemaleUnemployment,AutoReg1Lags,
Burundi,E_FemaleUnemployment,AutoReg2Lags,
Burundi,E_FemaleUnemployment,AutoReg3Lags,
Burundi,E_FemaleUnemployment,Constant,
Burundi,E_ImportsPctOfGDP,Linear,
Burundi,E_ImportsPctOfGDP,Quadratic,
Burundi,E_ImportsPctOfGDP,Cubic,
Burundi,E_ImportsPctOfGDP,AutoReg1Lags,
Burundi,E_ImportsPctOfGDP,AutoReg2Lags,
Burundi,E_ImportsPctOfGDP,AutoReg3Lags,
Burundi,E_ImportsPctOfGDP,Constant,
Burundi,P_GovernmentEffectiveness,Linear,
Burundi,P_GovernmentEffectiveness,Quadratic,
Burundi,P_GovernmentEffectiveness,Cubic,
Burundi,P_GovernmentEffectiveness,AutoReg1Lags,
Burundi,P_GovernmentEffectiveness,AutoReg2Lags,
Burundi,P_GovernmentEffectiveness,AutoReg3Lags,
Burundi,P_GovernmentEffectiveness,Constant,
Burundi,P_ControlOfCorruption,Linear,
Burundi,P_ControlOfCorruption,Quadratic,
Burundi,P_ControlOfCorruption,Cubic,
Burundi,P_ControlOfCorruption,AutoReg1Lags,
Burundi,P_ControlOfCorruption,AutoReg2Lags,
Burundi,P_ControlOfCorruption,AutoReg3Lags,
Burundi,P_ControlOfCorruption,Constant,
Burundi,P_RuleOfLaw,Linear,
Burundi,P_RuleOfLaw,Quadratic,
Burundi,P_RuleOfLaw,Cubic,
Burundi,P_RuleOfLaw,AutoReg1Lags,
Burundi,P_RuleOfLaw,AutoReg2Lags,
Burundi,P_RuleOfLaw,AutoReg3Lags,
Burundi,P_RuleOfLaw,Constant,
Burundi,P_CleanElectionsIndex,Linear,
Burundi,P_CleanElectionsIndex,Quadratic,
Burundi,P_CleanElectionsIndex,Cubic,
Burundi,P_CleanElectionsIndex,AutoReg1Lags,
Burundi,P_CleanElectionsIndex,AutoReg2Lags,
Burundi,P_CleanElectionsIndex,AutoReg3Lags,
Burundi,P_CleanElectionsIndex,Constant,
Burundi,S_AccessToCleanFuelsPctOfTotal,Linear,
Burundi,S_AccessToCleanFuelsPctOfTotal,Quadratic,
Burundi,S_AccessToCleanFuelsPctOfTotal,Cubic,
Burundi,S_AccessToCleanFuelsPctOfTotal,AutoReg1Lags,
Burundi,S_AccessToCleanFuelsPctOfTotal,AutoReg2Lags,
Burundi,S_AccessToCleanFuelsPctOfTotal,AutoReg3Lags,
Burundi,S_AccessToCleanFuelsPctOfTotal,Constant,
Burundi,S_UrbanPopPctOfTotal,Linear,
Burundi,S_UrbanPopPctOfTotal,Quadratic,
Burundi,S_UrbanPopPctOfTotal,Cubic,
Burundi,S_UrbanPopPctOfTotal,AutoReg1Lags,
Burundi,S_UrbanPopPctOfTotal,AutoReg2Lags,
Burundi,S_UrbanPopPctOfTotal,AutoReg3Lags,
Burundi,S_UrbanPopPctOfTotal,Constant,
Burundi,S_AccessToElectricityPctOfTotal,Linear,
Burundi,S_AccessToElectricityPctOfTotal,Quadratic,
Burundi,S_AccessToElectricityPctOfTotal,Cubic,
Burundi,S_AccessToElectricityPctOfTotal,AutoReg1Lags,
Burundi,S_AccessToElectricityPctOfTotal,AutoReg2Lags,
Burundi,S_AccessToElectricityPctOfTotal,AutoReg3Lags,
Burundi,S_AccessToElectricityPctOfTotal,Constant,
Burundi,S_UpperSecEduPctOfTotal,Linear,
Burundi,S_UpperSecEduPctOfTotal,Quadratic,
Burundi,S_UpperSecEduPctOfTotal,Cubic,
Burundi,S_UpperSecEduPctOfTotal,AutoReg1Lags,
Burundi,S_UpperSecEduPctOfTotal,AutoReg2Lags,
Burundi,S_UpperSecEduPctOfTotal,AutoReg3Lags,
Burundi,S_UpperSecEduPctOfTotal,Constant,
Burundi,S_CompulsoryEducationYears,Linear,
Burundi,S_CompulsoryEducationYears,Quadratic,
Burundi,S_CompulsoryEducationYears,Cubic,
Burundi,S_CompulsoryEducationYears,AutoReg1Lags,
Burundi,S_CompulsoryEducationYears,AutoReg2Lags,
Burundi,S_CompulsoryEducationYears,AutoReg3Lags,
Burundi,S_CompulsoryEducationYears,Constant,
Burundi,S_LaborParticipRateFemale,Linear,
Burundi,S_LaborParticipRateFemale,Quadratic,
Burundi,S_LaborParticipRateFemale,Cubic,
Burundi,S_LaborParticipRateFemale,AutoReg1Lags,
Burundi,S_LaborParticipRateFemale,AutoReg2Lags,
Burundi,S_LaborParticipRateFemale,AutoReg3Lags,
Burundi,S_LaborParticipRateFemale,Constant,
Burundi,S_PopulationAged14OrLess,Linear,
Burundi,S_PopulationAged14OrLess,Quadratic,
Burundi,S_PopulationAged14OrLess,Cubic,
Burundi,S_PopulationAged14OrLess,AutoReg1Lags,
Burundi,S_PopulationAged14OrLess,AutoReg2Lags,
Burundi,S_PopulationAged14OrLess,AutoReg3Lags,
Burundi,S_PopulationAged14OrLess,Constant,
Burundi,V_CO2PerCapita,Linear,
Burundi,V_CO2PerCapita,Quadratic,
Burundi,V_CO2PerCapita,Cubic,
Burundi,V_CO2PerCapita,AutoReg1Lags,
Burundi,V_CO2PerCapita,AutoReg2Lags,
Burundi,V_CO2PerCapita,AutoReg3Lags,
Burundi,V_CO2PerCapita,Constant,
Burundi,V_FertilizerUseKgPerHectare,Linear,
Burundi,V_FertilizerUseKgPerHectare,Quadratic,
Burundi,V_FertilizerUseKgPerHectare,Cubic,
Burundi,V_FertilizerUseKgPerHectare,AutoReg1Lags,
Burundi,V_FertilizerUseKgPerHectare,AutoReg2Lags,
Burundi,V_FertilizerUseKgPerHectare,AutoReg3Lags,
Burundi,V_FertilizerUseKgPerHectare,Constant,
Burundi,V_AgriculturalLandPctOfTotal,Linear,
Burundi,V_AgriculturalLandPctOfTotal,Quadratic,
Burundi,V_AgriculturalLandPctOfTotal,Cubic,
Burundi,V_AgriculturalLandPctOfTotal,AutoReg1Lags,
Burundi,V_AgriculturalLandPctOfTotal,AutoReg2Lags,
Burundi,V_AgriculturalLandPctOfTotal,AutoReg3Lags,
Burundi,V_AgriculturalLandPctOfTotal,Constant,
Burundi,V_ForestAreaPctOfTotal,Linear,
Burundi,V_ForestAreaPctOfTotal,Quadratic,
Burundi,V_ForestAreaPctOfTotal,Cubic,
Burundi,V_ForestAreaPctOfTotal,AutoReg1Lags,
Burundi,V_ForestAreaPctOfTotal,AutoReg2Lags,
Burundi,V_ForestAreaPctOfTotal,AutoReg3Lags,
Burundi,V_ForestAreaPctOfTotal,Constant,
Burundi,H_AirPollutionMeanExpPctOfPop,Linear,
Burundi,H_AirPollutionMeanExpPctOfPop,Quadratic,
Burundi,H_AirPollutionMeanExpPctOfPop,Cubic,
Burundi,H_AirPollutionMeanExpPctOfPop,AutoReg1Lags,
Burundi,H_AirPollutionMeanExpPctOfPop,AutoReg2Lags,
Burundi,H_AirPollutionMeanExpPctOfPop,AutoReg3Lags,
Burundi,H_AirPollutionMeanExpPctOfPop,Constant,
Burundi,H_TotalSuicideRate,Linear,
Burundi,H_TotalSuicideRate,Quadratic,
Burundi,H_TotalSuicideRate,Cubic,
Burundi,H_TotalSuicideRate,AutoReg1Lags,
Burundi,H_TotalSuicideRate,AutoReg2Lags,
Burundi,H_TotalSuicideRate,AutoReg3Lags,
Burundi,H_TotalSuicideRate,Constant,
Cambodia,E_GDPPerCapitaConstant,Linear,
Cambodia,E_GDPPerCapitaConstant,Quadratic,
Cambodia,E_GDPPerCapitaConstant,Cubic,
Cambodia,E_GDPPerCapitaConstant,AutoReg1Lags,
Cambodia,E_GDPPerCapitaConstant,AutoReg2Lags,
Cambodia,E_GDPPerCapitaConstant,AutoReg3Lags,
Cambodia,E_GDPPerCapitaConstant,Constant,
Cambodia,E_PovertyGap685Headcount,Linear,
Cambodia,E_PovertyGap685Headcount,Quadratic,
Cambodia,E_PovertyGap685Headcount,Cubic,
Cambodia,E_PovertyGap685Headcount,AutoReg1Lags,
Cambodia,E_PovertyGap685Headcount,AutoReg2Lags,
Cambodia,E_PovertyGap685Headcount,AutoReg3Lags,
Cambodia,E_PovertyGap685Headcount,Constant,
Cambodia,E_HealthExpenditurePerCapita,Linear,
Cambodia,E_HealthExpenditurePerCapita,Quadratic,
Cambodia,E_HealthExpenditurePerCapita,Cubic,
Cambodia,E_HealthExpenditurePerCapita,AutoReg1Lags,
Cambodia,E_HealthExpenditurePerCapita,AutoReg2Lags,
Cambodia,E_HealthExpenditurePerCapita,AutoReg3Lags,
Cambodia,E_HealthExpenditurePerCapita,Constant,
Cambodia,E_ExportsPctOfGDP,Linear,
Cambodia,E_ExportsPctOfGDP,Quadratic,
Cambodia,E_ExportsPctOfGDP,Cubic,
Cambodia,E_ExportsPctOfGDP,AutoReg1Lags,
Cambodia,E_ExportsPctOfGDP,AutoReg2Lags,
Cambodia,E_ExportsPctOfGDP,AutoReg3Lags,
Cambodia,E_ExportsPctOfGDP,Constant,
Cambodia,E_GiniIndex,Linear,
Cambodia,E_GiniIndex,Quadratic,
Cambodia,E_GiniIndex,Cubic,
Cambodia,E_GiniIndex,AutoReg1Lags,
Cambodia,E_GiniIndex,AutoReg2Lags,
Cambodia,E_GiniIndex,AutoReg3Lags,
Cambodia,E_GiniIndex,Constant,
Cambodia,E_EducationExpenditurePctOfGDP,Linear,
Cambodia,E_EducationExpenditurePctOfGDP,Quadratic,
Cambodia,E_EducationExpenditurePctOfGDP,Cubic,
Cambodia,E_EducationExpenditurePctOfGDP,AutoReg1Lags,
Cambodia,E_EducationExpenditurePctOfGDP,AutoReg2Lags,
Cambodia,E_EducationExpenditurePctOfGDP,AutoReg3Lags,
Cambodia,E_EducationExpenditurePctOfGDP,Constant,
Cambodia,E_LaborTaxPctOfProfits,Linear,
Cambodia,E_LaborTaxPctOfProfits,Quadratic,
Cambodia,E_LaborTaxPctOfProfits,Cubic,
Cambodia,E_LaborTaxPctOfProfits,AutoReg1Lags,
Cambodia,E_LaborTaxPctOfProfits,AutoReg2Lags,
Cambodia,E_LaborTaxPctOfProfits,AutoReg3Lags,
Cambodia,E_LaborTaxPctOfProfits,Constant,
Cambodia,E_ConsumerPriceInflation,Linear,
Cambodia,E_ConsumerPriceInflation,Quadratic,
Cambodia,E_ConsumerPriceInflation,Cubic,
Cambodia,E_ConsumerPriceInflation,AutoReg1Lags,
Cambodia,E_ConsumerPriceInflation,AutoReg2Lags,
Cambodia,E_ConsumerPriceInflation,AutoReg3Lags,
Cambodia,E_ConsumerPriceInflation,Constant,
Cambodia,E_FemaleUnemployment,Linear,
Cambodia,E_FemaleUnemployment,Quadratic,
Cambodia,E_FemaleUnemployment,Cubic,
Cambodia,E_FemaleUnemployment,AutoReg1Lags,
Cambodia,E_FemaleUnemployment,AutoReg2Lags,
Cambodia,E_FemaleUnemployment,AutoReg3Lags,
Cambodia,E_FemaleUnemployment,Constant,
Cambodia,E_ImportsPctOfGDP,Linear,
Cambodia,E_ImportsPctOfGDP,Quadratic,
Cambodia,E_ImportsPctOfGDP,Cubic,
Cambodia,E_ImportsPctOfGDP,AutoReg1Lags,
Cambodia,E_ImportsPctOfGDP,AutoReg2Lags,
Cambodia,E_ImportsPctOfGDP,AutoReg3Lags,
Cambodia,E_ImportsPctOfGDP,Constant,
Cambodia,P_GovernmentEffectiveness,Linear,
Cambodia,P_GovernmentEffectiveness,Quadratic,
Cambodia,P_GovernmentEffectiveness,Cubic,
Cambodia,P_GovernmentEffectiveness,AutoReg1Lags,
Cambodia,P_GovernmentEffectiveness,AutoReg2Lags,
Cambodia,P_GovernmentEffectiveness,AutoReg3Lags,
Cambodia,P_GovernmentEffectiveness,Constant,
Cambodia,P_ControlOfCorruption,Linear,
Cambodia,P_ControlOfCorruption,Quadratic,
Cambodia,P_ControlOfCorruption,Cubic,
Cambodia,P_ControlOfCorruption,AutoReg1Lags,
Cambodia,P_ControlOfCorruption,AutoReg2Lags,
Cambodia,P_ControlOfCorruption,AutoReg3Lags,
Cambodia,P_ControlOfCorruption,Constant,
Cambodia,P_RuleOfLaw,Linear,
Cambodia,P_RuleOfLaw,Quadratic,
Cambodia,P_RuleOfLaw,Cubic,
Cambodia,P_RuleOfLaw,AutoReg1Lags,
Cambodia,P_RuleOfLaw,AutoReg2Lags,
Cambodia,P_RuleOfLaw,AutoReg3Lags,
Cambodia,P_RuleOfLaw,Constant,
Cambodia,P_CleanElectionsIndex,Linear,
Cambodia,P_CleanElectionsIndex,Quadratic,
Cambodia,P_CleanElectionsIndex,Cubic,
Cambodia,P_CleanElectionsIndex,AutoReg1Lags,
Cambodia,P_CleanElectionsIndex,AutoReg2Lags,
Cambodia,P_CleanElectionsIndex,AutoReg3Lags,
Cambodia,P_CleanElectionsIndex,Constant,
Cambodia,S_AccessToCleanFuelsPctOfTotal,Linear,
Cambodia,S_AccessToCleanFuelsPctOfTotal,Quadratic,
Cambodia,S_AccessToCleanFuelsPctOfTotal,Cubic,
Cambodia,S_AccessToCleanFuelsPctOfTotal,AutoReg1Lags,
Cambodia,S_AccessToCleanFuelsPctOfTotal,AutoReg2Lags,
Cambodia,S_AccessToCleanFuelsPctOfTotal,AutoReg3Lags,
Cambodia,S_AccessToCleanFuelsPctOfTotal,Constant,
Cambodia,S_UrbanPopPctOfTotal,Linear,
Cambodia,S_UrbanPopPctOfTotal,Quadratic,
Cambodia,S_UrbanPopPctOfTotal,Cubic,
Cambodia,S_UrbanPopPctOfTotal,AutoReg1Lags,
Cambodia,S_UrbanPopPctOfTotal,AutoReg2Lags,
Cambodia,S_UrbanPopPctOfTotal,AutoReg3Lags,
Cambodia,S_UrbanPopPctOfTotal,Constant,
Cambodia,S_AccessToElectricityPctOfTotal,Linear,
Cambodia,S_AccessToElectricityPctOfTotal,Quadratic,
Cambodia,S_AccessToElectricityPctOfTotal,Cubic,
Cambodia,S_AccessToElectricityPctOfTotal,AutoReg1Lags,
Cambodia,S_AccessToElectricityPctOfTotal,AutoReg2Lags,
Cambodia,S_AccessToElectricityPctOfTotal,AutoReg3Lags,
Cambodia,S_AccessToElectricityPctOfTotal,Constant,
Cambodia,S_UpperSecEduPctOfTotal,Linear,
Cambodia,S_UpperSecEduPctOfTotal,Quadratic,
Cambodia,S_UpperSecEduPctOfTotal,Cubic,
Cambodia,S_UpperSecEduPctOfTotal,AutoReg1Lags,
Cambodia,S_UpperSecEduPctOfTotal,AutoReg2Lags,
Cambodia,S_UpperSecEduPctOfTotal,AutoReg3Lags,
Cambodia,S_UpperSecEduPctOfTotal,Constant,
Cambodia,S_CompulsoryEducationYears,Linear,
Cambodia,S_CompulsoryEducationYears,Quadratic,
Cambodia,S_CompulsoryEducationYears,Cubic,
Cambodia,S_CompulsoryEducationYears,AutoReg1Lags,
Cambodia,S_CompulsoryEducationYears,AutoReg2Lags,
Cambodia,S_CompulsoryEducationYears,AutoReg3Lags,
Cambodia,S_CompulsoryEducationYears,Constant,
Cambodia,S_LaborParticipRateFemale,Linear,
Cambodia,S_LaborParticipRateFemale,Quadratic,
Cambodia,S_LaborParticipRateFemale,Cubic,
Cambodia,S_LaborParticipRateFemale,AutoReg1Lags,
Cambodia,S_LaborParticipRateFemale,AutoReg2Lags,
Cambodia,S_LaborParticipRateFemale,AutoReg3Lags,
Cambodia,S_LaborParticipRateFemale,Constant,
Cambodia,S_PopulationAged14OrLess,Linear,
Cambodia,S_PopulationAged14OrLess,Quadratic,
Cambodia,S_PopulationAged14OrLess,Cubic,
Cambodia,S_PopulationAged14OrLess,AutoReg1Lags,
Cambodia,S_PopulationAged14OrLess,AutoReg2Lags,
Cambodia,S_PopulationAged14OrLess,AutoReg3Lags,
Cambodia,S_PopulationAged14OrLess,Constant,
Cambodia,V_CO2PerCapita,Linear,
Cambodia,V_CO2PerCapita,Quadratic,
Cambodia,V_CO2PerCapita,Cubic,
Cambodia,V_CO2PerCapita,AutoReg1Lags,
Cambodia,V_CO2PerCapita,AutoReg2Lags,
Cambodia,V_CO2PerCapita,AutoReg3Lags,
Cambodia,V_CO2PerCapita,Constant,
Cambodia,V_FertilizerUseKgPerHectare,Linear,
Cambodia,V_FertilizerUseKgPerHectare,Quadratic,
